OTU	Blank	Elos05	Elos06	Elos07	Elos08	Elos09	Elos01	Elos10	Elos11	Elos12	Elos13	Elos02	Elos03	Elos04	Classification
Otu1893	0	0	0	0	0	0	0	0	0	3	0	2	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales
Otu1892	0	0	0	0	0	0	0	0	0	14	0	1	0	1	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae
Otu1895	0	0	0	0	0	0	0	1	0	14	0	0	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu1894	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodovibrionales;Fodinicurvataceae;Rhodovibrio
Otu1897	0	0	0	0	0	0	0	0	0	3	0	0	0	1	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu1896	0	4	0	0	0	0	0	0	0	8	0	0	0	1	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae
Otu1899	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;Thiohalorhabdus
Otu1898	0	0	0	0	0	2	0	0	0	12	0	0	0	0	Main genome;Bacteria;Firmicutes;Clostridia;Clostridiales;Peptococcaceae;Desulfitibacter
Otu2036	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Thiohalorhabdales;Thiohalorhabdaceae;Thiohalorhabdus
Otu2037	0	0	0	0	0	0	0	0	0	6	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu2034	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Ectothiorhodospirales;Ectothiorhodospiraceae;Thiohalomonas
Otu2035	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;Family III
Otu2032	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Rhodospirillaceae;Marispirillum
Otu2033	0	0	0	0	0	0	0	0	0	10	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Salinigranum;Salinigranum salinum
Otu2030	0	0	0	0	0	0	0	1	0	7	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae
Otu2031	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Gemmatimonadetes;BD2-11 terrestrial group
Otu1859	0	0	0	0	0	2	0	3	0	0	2	0	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae
Otu2038	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu2039	0	0	0	0	0	0	0	1	0	5	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans
Otu1769	0	0	0	0	0	0	0	3	0	0	2	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu1768	0	0	0	0	0	2	0	9	0	4	0	0	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu973	0	6	9	15	0	0	6	41	0	20	27	15	36	18	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
Otu1763	0	0	0	0	0	0	0	3	0	0	1	0	0	0	Main genome;Bacteria
Otu1762	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu1761	0	0	0	0	0	0	0	8	0	0	9	0	0	0	Main genome;Bacteria
Otu1760	0	0	0	0	0	0	0	2	0	0	1	0	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu1767	0	0	0	1	0	0	1	6	0	0	0	0	0	0	Main genome;Bacteria
Otu1766	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Firmicutes;Clostridia;Clostridiales;Family XII (Clostridiales);Fusibacter
Otu1765	0	0	0	0	0	0	0	15	0	0	15	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1764	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria
Otu1420	0	1	0	0	0	2	0	0	0	0	0	1	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu1421	0	0	0	0	0	7	0	0	0	6	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1422	0	0	0	0	0	2	0	0	0	2	0	0	0	0	Main genome;Bacteria;Omnitrophicaeota
Otu1423	0	0	0	0	0	2	0	2	0	0	0	0	0	0	Main genome;Bacteria
Otu1424	0	0	0	0	1	7	0	0	0	0	0	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae
Otu1425	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Porticoccaceae;C1-B045
Otu1426	0	0	0	0	0	2	0	0	0	3	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu1427	0	0	0	0	0	2	0	8	0	1	1	0	1	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Alteromonadales;Marinobacteraceae;Marinobacter
Otu1428	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Thiomicrospirales;Thiomicrospiraceae;Thiomicrospira
Otu1429	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Archaea;Diapherotrites;Iainarchaeia;Iainarchaeales
Otu1704	0	3	0	0	0	0	0	4	0	3	1	1	0	0	Main genome;Bacteria;Planctomycetes;Brocadiae;SM23-32
Otu571	0	0	3	47	0	0	1	13	0	3	78	3	5	2	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;Rhodobacteraceae;Rhodovulum
Otu1709	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu2376	0	2	0	0	0	0	2	1	0	0	0	3	4	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu1708	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria;Dependentiae;Babeliae;Babeliales
Otu589	0	2	0	0	0	0	5	5	0	0	55	1	0	1	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu588	0	1	0	0	0	0	6	4	0	0	38	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2
Otu1398	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Main genome;Bacteria
Otu1399	0	0	0	0	0	5	0	0	0	2	0	0	0	0	Main genome;Archaea;Hadesarchaeaeota
Otu1392	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria
Otu1393	0	0	0	0	0	6	0	0	0	0	0	0	0	0	No hits
Otu1390	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu1391	0	2	0	0	0	7	0	0	0	0	0	3	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu1396	0	0	0	0	0	6	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu1397	0	0	0	0	0	5	0	0	0	9	0	0	0	0	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu1394	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria
Otu1395	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Betaproteobacteriales;Burkholderiaceae;Delftia
Otu1558	0	0	0	0	0	0	0	4	0	1	4	1	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pir4 lineage
Otu1559	0	0	0	0	0	0	0	3	0	0	0	1	0	0	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu492	0	76	0	1	0	0	103	10	0	0	2	113	0	55	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu1554	0	0	0	0	0	0	0	2	0	0	0	0	0	0	Main genome;Bacteria
Otu1555	0	0	0	0	0	0	0	4	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu1556	0	5	0	0	0	4	0	5	0	5	11	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;MBNT15
Otu1557	0	0	0	0	0	0	0	22	0	2	9	0	0	0	Main genome;Bacteria;Omnitrophicaeota
Otu21	0	101	0	0	0	1518	53	381	0	321	60	119	0	6	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu20	0	0	0	0	0	1332	0	0	0	29	0	0	0	0	Main genome;Bacteria;Patescibacteria;Parcubacteria;GWA2-38-13b
Otu1552	0	0	0	0	0	0	4	0	0	0	0	0	0	0	Main genome;Bacteria
Otu1553	0	0	0	0	0	0	0	12	0	1	0	10	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9
Otu581	0	0	0	0	0	0	0	12	0	0	30	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu580	0	0	0	0	0	0	0	0	0	0	7	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1086	0	0	0	0	0	0	0	0	0	16	0	0	0	0	Main genome;Bacteria
Otu1087	0	4	0	0	0	0	0	4	0	12	2	3	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu1084	0	1	1	0	0	0	0	0	0	3	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae
Otu1085	0	0	0	0	0	0	0	0	0	14	0	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Bradymonadales;Bradymonadaceae
Otu1082	0	0	0	0	0	0	0	0	0	11	0	0	0	0	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Alcanivoracaceae;Alcanivorax
Otu1083	0	0	0	0	0	0	0	0	0	30	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae
Otu1080	0	0	0	0	0	0	0	0	0	11	0	0	0	0	Main genome;Archaea;Euryarchaeota
Otu1081	0	0	0	0	0	2	0	0	0	35	0	0	0	0	Main genome;Bacteria
Otu586	0	0	0	0	0	0	0	5	0	0	48	0	0	0	Main genome;Bacteria
Otu1088	0	0	0	0	0	0	0	0	0	3	0	0	0	0	Main genome;Bacteria
Otu1089	0	0	0	0	0	0	0	0	0	28	0	0	0	0	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halonotius
Otu2479	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus
Otu64	0	0	0	0	0	0	0	62	0	0	632	6	0	0	Main genome;Archaea;Diapherotrites;Micrarchaeia
Otu707	0	0	0	0	0	0	0	38	0	0	2	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2700	0	0	0	0	0	0	0	0	0	0	2	2	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu2701	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4
Otu2702	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans
Otu2703	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidetes BD2-2
Otu2704	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;SEEP-SRB1
Otu2705	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Main genome;Archaea;Euryarchaeota;Methanomicrobia;Methanomicrobiales;Unknown Methanomicrobiales class 1
Otu2706	0	0	0	0	0	0	0	0	0	0	1	1	0	0	Main genome;Bacteria;Planctomycetes;Pla4 lineage
Otu2707	0	0	0	0	0	0	0	0	0	0	1	0	1	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02
Otu2708	0	0	0	0	0	0	0	0	0	0	1	10	2	4	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Haloferax
Otu2709	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Main genome;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Pontibacillus
Otu583	0	0	0	0	0	0	0	16	0	0	39	0	0	0	Main genome;Bacteria
Otu582	0	0	0	0	0	2	1	37	0	2	37	2	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu585	0	0	0	0	0	0	1	31	0	0	45	1	0	0	Main genome;Bacteria
Otu584	0	29	0	0	0	0	0	52	0	21	145	62	0	0	Main genome;Bacteria;Planctomycetes;Pla4 lineage
Otu587	0	3	0	0	0	0	0	3	0	23	17	0	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4
Otu2473	0	1	0	0	0	0	1	0	0	0	0	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halanaerobiaceae;Halanaerobium
Otu95	0	319	0	0	0	0	1	269	0	1	554	131	0	3	Main genome;Archaea;Diapherotrites;Micrarchaeia
Otu1172	0	1	0	0	0	0	0	4	0	0	23	0	0	0	Main genome;Bacteria;Patescibacteria;ABY1
Otu1173	0	0	0	0	0	0	0	12	0	0	16	2	0	0	Main genome;Bacteria
Otu1170	0	0	0	0	0	0	0	2	0	0	15	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1171	0	0	0	3	0	0	2	13	0	0	27	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Alkalispirochaeta
Otu1176	0	11	0	0	0	0	1	15	0	3	8	4	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu1177	0	5	0	0	0	0	1	8	0	7	11	4	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564 sediment group
Otu1174	0	0	0	0	0	0	0	2	0	0	8	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfarculales;Desulfarculaceae;Desulfatiglans
Otu1175	0	1	0	3	0	0	1	0	0	1	12	8	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae;Phaeodactylibacter
Otu453	0	24	0	0	0	2	41	9	0	22	6	123	0	43	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;SB-5
Otu452	0	15	0	0	0	7	37	13	0	11	35	105	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1178	0	1	0	1	0	3	2	15	0	5	24	3	0	2	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu1179	0	0	0	0	0	0	0	10	0	0	19	0	0	0	Main genome;Bacteria;Planctomycetes;vadinHA49
Otu457	0	8	52	84	0	0	19	23	0	1	9	2	166	14	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Ga0077536
Otu456	0	21	0	0	0	1	4	40	0	0	22	61	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu455	0	36	0	0	0	0	0	135	0	80	98	198	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu454	0	17	4	0	0	0	11	46	0	18	8	153	5	6	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorussus
Otu1374	4	0	0	0	0	10	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Chitinophagales;Saprospiraceae
Otu1375	4	0	0	0	0	4	0	0	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Alphaproteobacteria;SAR11 clade;Clade I
Otu1376	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Omnitrophicaeota
Otu1377	0	0	0	0	0	9	0	1	0	5	0	0	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae;Pirellula
Otu1370	0	1	0	0	0	2	0	0	0	1	0	8	0	0	Main genome;Bacteria;Elusimicrobia;Rs-M47
Otu1371	0	0	0	0	0	4	0	1	0	0	0	1	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;Anaerolineaceae;Pelolinea
Otu1372	0	0	0	0	0	7	1	3	0	0	0	7	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu1373	0	0	0	0	0	2	0	0	0	0	0	0	0	0	Main genome;Bacteria;Halanaerobiaeota;Halanaerobiia;Halanaerobiales;Halobacteroidaceae;Halanaerobaculum
Otu1378	0	0	0	0	0	12	0	0	0	0	0	0	0	0	Main genome;Archaea;Euryarchaeota
Otu1379	0	0	0	0	0	8	0	0	0	8	0	0	0	0	Main genome;Bacteria
Otu459	0	5	27	135	0	8	45	26	0	5	17	0	110	21	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Cellvibrionales;Halieaceae;Pseudohaliea
Otu458	0	11	60	68	0	0	4	0	0	0	1	0	134	66	Main genome;Bacteria;Bacteroidetes;Rhodothermia;Rhodothermales;Rhodothermaceae
Otu2638	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031;A4b
Otu2639	0	0	0	0	0	0	0	2	0	0	2	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae;Bdellovibrio
Otu2634	0	0	0	0	0	0	0	1	0	0	0	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfovermiculus
Otu2635	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Main genome;Bacteria;Kiritimatiellaeota;Kiritimatiellae;WCHB1-41
Otu2636	0	0	0	0	0	0	0	1	0	0	0	1	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;SBR1031
Otu2637	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Main genome;Bacteria
Otu2630	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Rhodothermia;Balneolales;Balneolaceae
Otu2631	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Main genome;Bacteria;Hydrogenedentes;Hydrogenedentia;Hydrogenedentiales;Hydrogenedensaceae
Otu2632	0	0	0	0	0	0	0	1	0	1	0	0	0	0	Main genome;Bacteria;Planctomycetes;Planctomycetacia;Pirellulales;Pirellulaceae
Otu2633	0	0	0	0	0	0	0	1	0	0	1	0	0	0	Main genome;Bacteria;Verrucomicrobia;Verrucomicrobiae;Opitutales;Puniceicoccaceae
Otu76	0	48	43	137	18	255	578	0	0	933	0	15	94	444	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Salinirubrum;Salinirubrum litoreum
Otu451	0	51	0	0	0	9	17	38	0	1	69	75	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales
Otu77	0	615	0	0	0	68	14	233	0	844	804	275	0	3	Main genome;Archaea;Asgardaeota;Lokiarchaeia
Otu450	0	37	0	0	0	0	56	5	0	0	56	114	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu129	0	189	4	2	0	357	189	1	0	32	0	63	0	117	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;E6aC02
Otu128	0	138	0	0	0	457	7	31	0	127	39	187	0	1	Main genome;Bacteria;Patescibacteria;WWE3
Otu127	0	84	608	941	0	242	504	265	0	173	308	109	1105	86	Main genome;Bacteria
Otu126	0	132	21	42	0	0	209	0	0	14	0	11	261	578	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu125	0	3	94	136	0	0	2	0	0	0	1	0	351	20	Mitochondria;Bacteria (Mitochondrion);Proteobacteria (Mitochondrion);Alphaproteobacteria (Mitochondrion);Rickettsiales (Mitochondrion)
Otu124	0	6	6	0	0	0	16	64	0	0	12	565	0	18	Main genome;Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae 3;Clostridiisalibacter
Otu123	0	13	0	0	0	0	0	60	0	23	515	11	0	0	Main genome;Bacteria;Latescibacteria;Latescibacteria (kingdom);Latescibacterales;Latescibacteraceae
Otu122	0	4	0	0	0	7	0	1	0	451	3	17	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Sphingobacteriales;Lentimicrobiaceae
Otu121	0	95	0	0	0	21	18	423	0	585	164	70	0	1	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu120	0	15	0	0	0	4	0	1153	0	42	396	17	0	0	Main genome;Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae
Otu909	0	18	0	0	0	13	18	4	0	9	0	28	0	9	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Marinilabiliaceae
Otu908	0	0	0	3	0	1	13	0	0	0	2	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Cytophagales;Amoebophilaceae
Otu905	0	0	0	0	0	0	17	9	0	0	0	0	0	0	Main genome;Bacteria
Otu904	0	0	0	0	0	0	7	0	0	0	0	0	0	0	Main genome;Bacteria;Lentisphaerae;Oligosphaeria;Oligosphaerales;Lenti-02
Otu907	0	13	0	0	0	1	25	6	0	16	3	32	0	1	Main genome;Bacteria;LCP-89
Otu906	0	0	0	0	0	0	6	0	0	0	0	1	0	0	Main genome;Bacteria
Otu901	0	3	0	0	0	0	21	33	0	3	43	11	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae
Otu78	0	75	0	0	0	2	6	28	0	329	534	39	0	0	Main genome;Bacteria;Calditrichaeota;Calditrichia;Calditrichales;Calditrichaceae
Otu903	0	1	0	0	0	0	10	33	0	0	2	1	0	0	Main genome;Bacteria;Planctomycetes;vadinHA49
Otu902	0	20	5	5	0	6	34	0	0	17	11	16	7	30	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Haloferacaceae;Halorubrum
Otu2528	0	0	0	0	0	1	2	1	0	0	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
Otu2529	0	0	0	0	0	1	0	1	0	0	0	0	0	0	Main genome;Bacteria;Planctomycetes;BD7-11
Otu79	0	1	441	780	0	0	7	88	0	0	32	0	1108	14	Main genome;Bacteria;Bacteroidetes;Bacteroidia;SM1A07
Otu2520	0	0	0	1	0	0	0	0	0	0	1	0	0	0	Main genome;Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta 2
Otu2521	0	0	0	1	0	2	1	0	0	4	0	0	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu2522	0	0	0	1	0	0	1	0	0	0	0	0	0	0	Main genome;Bacteria
Otu2523	0	0	0	1	0	0	0	0	0	0	0	0	0	1	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae;Candidatus Haloredivivus
Otu2524	0	0	0	0	0	1	1	0	0	0	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2525	0	0	0	0	0	2	0	0	0	2	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Woesearchaeia
Otu2526	0	0	0	0	0	1	1	0	0	0	0	0	0	0	Main genome;Bacteria;MAT-CR-M4-B07
Otu2527	0	0	0	0	0	1	0	0	0	0	1	0	0	0	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu633	0	0	0	0	0	83	3	24	0	2	3	7	0	0	Main genome;Bacteria;Firmicutes;Clostridia;Clostridiales;MAT-CR-H4-C10
Otu632	0	7	0	0	0	55	0	13	0	15	31	53	1	0	Main genome;Archaea;Euryarchaeota;Thermoplasmata;Marine Benthic Group D and DHVEG-1
Otu631	0	0	0	0	0	73	1	0	0	17	1	30	0	2	Main genome;Archaea;Euryarchaeota;Halobacteria;Halobacteriales;Halomicrobiaceae;Candidatus Halobonum
Otu630	0	0	0	0	0	62	0	0	0	1	0	0	0	0	Main genome;Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales
Otu637	0	18	0	0	0	63	42	0	0	62	0	22	0	4	Main genome;Archaea;Euryarchaeota;Methanomicrobia;Methanosarcinales;Methanosarcinaceae;Methanohalobium
Otu636	0	6	0	1	0	30	4	0	0	7	0	1	0	0	Main genome;Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
Otu635	0	8	0	0	0	21	0	4	0	10	40	11	0	0	Main genome;Bacteria;Chloroflexi;Anaerolineae;RBG-13-54-9
Otu634	0	0	0	0	0	17	0	0	0	0	0	0	0	0	Main genome;Bacteria;Bacteroidetes;Bacteroidia;Flavobacteriales;Flavobacteriaceae;Maribacter
Otu639	42	0	0	3	0	25	1	16	0	1	8	5	12	3	Main genome;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
Otu638	0	0	0	0	0	55	0	0	0	0	2	2	0	0	Main genome;Bacteria;Patescibacteria;Microgenomatia
Otu1950	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Main genome;Archaea;Nanoarchaeaeota;Nanohaloarchaeia;Nanohaloarchaeales;Nanohaloarchaeaceae
Otu1951	0	0	0	0	0	0	0	0	0	4	0	0	0	0	Main genome;Bacteria;Planctomycetes;Brocadiae;SM23-32
Otu1952	0	0	0	0	0	0	0	0	0	8	0	0	0	0	Main genome;Bacteria;Spirochaetes;Leptospirae;Leptospirales;Leptospiraceae
Otu1953	0	0	0	0	0	0	0	0	0	2	0	0	0	0	Main genome;Bacteria
Otu1954	0	0	0	0	0	0	0	0	0	8	0	2	0	0	Main genome;Bacteria;Planctomycetes;Phycisphaerae;mle1-8
